user_id,tweet_id,tweet_text,class,clean_text,label,true_label_num,predicted_label_num,true_label,predicted_label,probability_anorexia,is_correct,prediction_type,text_length_chars,text_length_words
user0295,583a311d4842,"DespuÃ©s de casi un mes de comer en exceso, comida de la calle, exceso de alcohol, dormir a deshoras y malos hÃ¡bitos intentÃ³ regresar a mi vida normal  retomar los hÃ¡bitos es lo mÃ¡s difÃ­cil",control,después de casi un mes de comer en exceso comida de la calle exceso de alcohol dormir a deshoras y malos hábitos intentó regresar a mi vida normal retomar los hábitos es lo más difícil,0,0,1,control,anorexia,0.6871704901980912,False,false_positive,194,35
user0518,cbbbbfec8181,Like todos los  que me siguen,control,like todos los que me siguen,0,0,1,control,anorexia,0.9569661070024192,False,false_positive,29,6
user1029,8394ee21410b,Primer ensayo clÃ­nico aleatorizado donde se compara el efecto de una dieta de ultraprocesados vs una dieta de comida no procesada. Los participantes podÃ­an comer todo lo que quisieran. La dieta ultraprocesados causÃ³ ingesta excesiva de calorÃ­as y aumento de peso.,control,primer ensayo clínico aleatorizado donde se compara el efecto de una dieta de ultraprocesados vs una dieta de comida no procesada los participantes podían comer todo lo que quisieran la dieta ultraprocesados causó ingesta excesiva de calorías y aumento de peso,0,0,1,control,anorexia,0.5012962870310583,False,false_positive,267,41
user0382,f342fa819791,Cuando aparece un #realfooder en la Sexta y no quiere comerse una croqueta ultraprocesada.,control,cuando aparece un #realfooder en la sexta y no quiere comerse una croqueta ultraprocesada,0,0,1,control,anorexia,0.5198714232068986,False,false_positive,90,14
user0066,54d286962cb7,Que delicia es esto   #SomosInmunes https://www.instagram.com/p/BiZl-Vuh8GK/?utm_source=twitter â€¦,control,que delicia es esto #somosinmunes â,0,0,1,control,anorexia,0.9723705366914986,False,false_positive,99,6
user0787,defac326c40e,"La vida es como el ejercicio cuanto mÃ¡s duro es  mÃ¡s fuerte te vuelves.
-
-
-
24coach #superacion #perderpeso  https://www.instagram.com/p/BvXiMaLpUDv/?utm_source=ig_twitter_share&igshid=ttkwrb4uay7c â€¦",control,la vida es como el ejercicio cuanto mã s duro es mã s fuerte te vuelves 24coach #superacion #perderpeso â,0,0,1,control,anorexia,0.5693196179339055,False,false_positive,205,20
user0719,ad2c01640c9d,#Gym A todo ritmo! Km.16  #LL,control,#gym a todo ritmo km 16 #ll,0,0,1,control,anorexia,0.6821771199771469,False,false_positive,29,7
user0888,1b8d1abfb873,"Y ya vemos por donde van los tiros: Te enseÃ±o continuamente aberraciones contra el paladar (y tu insulina) y luego te digo lo buenÃ­simo que es este tratamiento de belleza. OJO,  no tengo nada contra ninguna de las dos cosas, pero es que este caso... Â¡En fin!",control,y ya vemos por donde van los tiros te enseño continuamente aberraciones contra el paladar y tu insulina y luego te digo lo buenísimo que es este tratamiento de belleza ojo no tengo nada contra ninguna de las dos cosas pero es que este caso en fin,0,0,1,control,anorexia,0.601636270315914,False,false_positive,261,47
user0573,c85e3c8f7f37,Eso te pasa por comer ultraprocesados!,control,eso te pasa por comer ultraprocesados,0,0,1,control,anorexia,0.7559812611777795,False,false_positive,38,6
user0642,66aa050a7657,Un dÃ­a eres joven y al dÃ­a siguiente estÃ¡s comprando moldes para hacerte tu propia  y todo por culpa de @nutri_rivers,control,un día eres joven y al día siguiente estás comprando moldes para hacerte tu propia y todo por culpa de,0,0,1,control,anorexia,0.726532264561505,False,false_positive,120,20
user1097,0edbbeab3435,"Cuando Internet nos ayuda a contar historias que ayudan a crear conciencia

http://www.setcabarcelona.com/testimonios-tca-y-como-las-redes-sociales-ayudaron-a-contar-su-historia/ â€¦

#anorexia",control,cuando internet nos ayuda a contar historias que ayudan a crear conciencia â #anorexia,0,0,1,control,anorexia,0.5267690291941884,False,false_positive,193,14
user0908,e950670d1e85,Si ley mordaza pero no leyes para cerrar webs que inducen a la #anorexia? #proana #promia  http://ow.ly/I2RZ0,control,si ley mordaza pero no leyes para cerrar webs que inducen a la #anorexia #proana #promia,0,0,1,control,anorexia,0.6840225166584976,False,false_positive,109,16
user0112,29ade1522dd1,3 DÃAS SIN COMER ULTRAPROCESADOS  ROASTING VEGGIES: http://youtu.be/9IGuIkuvDn0?a  vÃ­a @YouTube,control,3 días sin comer ultraprocesados roasting veggies vía,0,0,1,control,anorexia,0.8650368995784516,False,false_positive,97,8
