user_id,tweet_id,tweet_text,class,clean_text,label,true_label_num,predicted_label_num,true_label,predicted_label,probability_anorexia,is_correct,prediction_type,text_length_chars,text_length_words
user1369,61c99a923d29,Lo que necesitas para comenzar.  #MotivaciÃ³n,control,lo que necesitas para comenzar #motivación,0,0,1,control,anorexia,0.5541877149358815,False,false_positive,45,6
user0263,52d316b5c1da,"Â¿Por quÃ© este empeÃ±o en promover unos cÃ¡nones corporales inalcanzables? 
#A4Challenge
 #anorexia #delgadez",control,por qué este empeño en promover unos cánones corporales inalcanzables #a4challenge #anorexia #delgadez,0,0,1,control,anorexia,0.5848049855635132,False,false_positive,110,13
user1042,ae263c9ef86b,"#bajardepeso  Nunca es tarde para empezar a hacer ejercicio: aunque hayas comenzado despuÃ©s de los 40, tu salud tambiÃ©n se beneficia",control,#bajardepeso nunca es tarde para empezar a hacer ejercicio aunque hayas comenzado después de los 40 tu salud también se beneficia,0,0,1,control,anorexia,0.5167476950620047,False,false_positive,134,21
user0049,602a968fadba,Ya me gustÃ³ andar presumiendo brazo  no ese brazo! Mi brazo  bueno tambiÃ©n el otro  #Instagram #gymtime #gymlife  #food,control,ya me gustó andar presumiendo brazo no ese brazo mi brazo bueno también el otro #instagram #gymtime #gymlife #food,0,0,1,control,anorexia,0.7762910130645938,False,false_positive,121,19
user0112,29ade1522dd1,3 DÃAS SIN COMER ULTRAPROCESADOS  ROASTING VEGGIES: http://youtu.be/9IGuIkuvDn0?a  vÃ­a @YouTube,control,3 días sin comer ultraprocesados roasting veggies vía,0,0,1,control,anorexia,0.7832494826959758,False,false_positive,97,8
user1302,84aead18b6bd,Esta #ensalada tiene unas 100 o125 #kcals mas por los porotos (no se ven creo)#vegetarian #crudo  #calorias,control,esta #ensalada tiene unas 100 o125 #kcals mas por los porotos no se ven creo #vegetarian #crudo #calorias,0,0,1,control,anorexia,0.5855146991342514,False,false_positive,107,18
user1105,328d17912754,"#FundaciÃ³nAPE hace formaciÃ³n, divulgaciÃ³n y concienciaciÃ³n para prevenir los #TCA http://mtr.cool/kacekcs  #bulimia #anorexia #trastornosporatracÃ³n #trastornosalimentarios #stopTCA",control,#fundaciónape hace formación divulgación y concienciación para prevenir los #tca #bulimia #anorexia #trastornosporatracón #trastornosalimentarios #stoptca,0,0,1,control,anorexia,0.6093042020066752,False,false_positive,185,15
user1200,a8070037072e,"Â¿Quieres adelgazar? Aqui un truco. Deja las Idioteces, Haz puto ejercicio, come mas sano, menos mierda y dejad de lloriquear",control,quieres adelgazar aqui un truco deja las idioteces haz puto ejercicio come mas sano menos mierda y dejad de lloriquear,0,0,1,control,anorexia,0.6451939154617408,False,false_positive,125,20
user0642,66aa050a7657,Un dÃ­a eres joven y al dÃ­a siguiente estÃ¡s comprando moldes para hacerte tu propia  y todo por culpa de @nutri_rivers,control,un día eres joven y al día siguiente estás comprando moldes para hacerte tu propia y todo por culpa de,0,0,1,control,anorexia,0.6756343949895587,False,false_positive,120,20
user0912,2d32c6343df8,Eso   gracias por enviar a los #deportistas  al inframundo asÃ­ se les baja un poco los humos,control,eso gracias por enviar a los #deportistas al inframundo así se les baja un poco los humos,0,0,1,control,anorexia,0.5084766718424834,False,false_positive,93,17
user1138,904c36256b31,Estar comiendo tomates cherris y reÃ­rte es todo un peligro.,control,estar comiendo tomates cherris y reírte es todo un peligro,0,0,1,control,anorexia,0.6252518349685708,False,false_positive,60,10
